qid,question,modality,gt,pred_original,pred_blank,flip_blank,pred_white,flip_white,pred_noise,flip_noise,pred_gray,flip_gray
448,what modality is shown?,unknown,mr - adc map (app diff coeff),The image is a diffusion-weighted,The image shows a CT (computed,1,The image shows a CT (computed,1,The image is a CT (computed,1,The image shows a CT (computed,1
449,what organ system is primarily present in this image?,unknown,musculoskeletal,The primary organ system present in this image,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0
450,what organ system is being imaged?,unknown,"lung, mediastinum, pleura#spine and contents",The organ system being imaged in this,The organ system being imaged is the,1,The organ system being imaged is the,1,The organ system being imaged is the,1,The organ system being imaged is the,1
451,what plane was used?,unknown,axial,The image was taken in the coronal,The coronal plane was used in this,1,The coronal plane was used in this,1,The coronal plane was used for the,1,The coronal plane was used for the,1
452,which plane is this image in?,unknown,axial,This image is in the coronal plane,This image is in the coronal plane,0,This image is in the coronal plane,0,This image is in the coronal plane,0,This image is in the coronal plane,0
453,what imaging plane is depicted here?,unknown,axial,"The image is a coronal plane,",The image is a sagittal plane,1,The image is a sagittal plane,1,"The image is a coronal plane,",0,The image is a sagittal plane,1
454,is this a contrast or noncontrast ct?,unknown,noncontrast,This is a noncontrast computed tom,The image is a noncontrast computed,1,The image is a noncontrast computed,1,This is a noncontrast computed tom,0,The image is a noncontrast computed,1
455,what organ system is visualized?,unknown,skull and contents,The organ system visualized in the image,The organ system visualized in the image,0,The organ system visualized in the image,0,The organ system visualized in the image,0,The organ system visualized in the image,0
456,what plane is seen?,unknown,axial,"The image is a coronal plane,","The image shows a coronal plane,",1,"The image shows a coronal plane,",1,"The image shows a coronal plane,",1,"The image is a coronal plane,",0
457,what plane was used?,unknown,axial,The image was obtained using a coronal,The coronal plane was used in this,1,The coronal plane was used in this,1,The coronal plane was used for the,1,The coronal plane was used for the,1
458,what organ system is pictured here?,unknown,skull and contents,The organ system pictured here is the,The organ system pictured here is the,0,The organ system pictured here is the,0,The organ system pictured here is the,0,The organ system pictured here is the,0
459,what abnormality is seen in the image?,unknown,(staging burkitt) lymphoma,The image shows a large abdominal,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
460,what type of imaging modality is shown?,unknown,ct w/contrast (iv),The image is a computed tomography (,The image is a computed tomography (,0,The image is a computed tomography (,0,The image is a CT (computed,1,The image is a computed tomography (,0
461,what part of the body is being imaged?,unknown,skull and contents,The image is an MRI of the,The image is of the left knee.,1,The image is focused on the right knee,1,The image is focused on the right knee,1,The image is an MRI of the,0
462,was the ct scan taken with contrast?,CT,yes,"Yes, the CT scan was taken with","Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1
463,which plane is this image in?,unknown,axial,This image is in the coronal plane,This image is in the coronal plane,0,This image is in the coronal plane,0,This image is in the coronal plane,0,This image is in the coronal plane,0
464,is this a ct scan?,CT,yes,"Yes, the image is a computed tom","Yes, the image is a CT (",1,"Yes, the image is a computed tom",0,"Yes, the image is a CT (",1,"Yes, the image is a computed tom",0
465,what is most alarming about this nuclear medicine image?,Nuclear,parathyroid adenoma,The most alarming aspect of this nuclear,The most alarming aspect of this nuclear,0,The most alarming aspect of this nuclear,0,The most alarming aspect of this nuclear,0,The most alarming aspect of this nuclear,0
466,what organ system is visualized?,unknown,heart and great vessels,The image is a computed tomography (,The organ system visualized in the image,1,The organ system visualized in the image,1,The organ system visualized in the image,1,The organ system visualized in the image,1
467,what is most alarming about this x-ray?,X-ray,osteochondritis dissecans of the knee,The most alarming aspect of this x,The most alarming aspect of this chest,1,The most alarming aspect of this chest,1,The most alarming aspect of this chest,1,The most alarming aspect of this chest,1
468,which organ system is imaged?,unknown,skull and contents,The organ system imaged in this M,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this image,1,The organ system imaged in the image,1
469,what organ system is shown in this x-ray?,X-ray,"gastrointestinal#lung, mediastinum, pleura","The x-ray shows the chest,",The organ system shown in this x-,1,The organ system shown in this x-,1,The organ system shown in this x-,1,The organ system shown in this x-,1
470,what is most alarming about this mri?,MRI,ependymoma,The most alarming aspect of this M,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0
471,what is the plane of the ct scan?,CT,axial,The plane of the ct scan is,The plane of the ct scan is,0,The plane of the ct scan is,0,The plane of the ct scan is,0,The plane of the ct scan is,0
472,what is most alarming about this ct scan?,CT,liver hemangioma,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
473,what organ is this image showing?,unknown,breast,The image is showing the left breast.,"The image is showing the liver, which",1,"The image is showing the liver, which",1,"The image is showing the liver, which",1,"The image is showing the liver, which",1
474,what type of contrast did this patient have?,unknown,iv,The patient had a CT scan with intr,The patient had a gadolinium,1,The patient had a contrast-enhanced,1,The patient had a contrast-enhanced,1,The patient had a gadolinium,1
475,what is abnormal in the ct scan?,CT,dermoid tumor (inclusion cyst) of cns,The ct scan shows abnormalities,The ct scan shows abnormalities,0,The ct scan shows abnormalities,0,The ct scan shows abnormalities,0,The ct scan shows abnormalities,0
476,what is most alarming about this mri?,MRI,right transverse sinus stenosis,The most alarming aspect of this M,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0
477,in what plane is this mri?,MRI,axial,This MRI is in the coronal,The mri is in the coronal,1,The mri is in the coronal,1,This mri is in the coronal,0,This mri is in the coronal,0
478,is this a contrast or noncontrast ct?,unknown,contrast,This is a noncontrast computed tom,The image is a noncontrast computed,1,The image is a noncontrast computed,1,This is a noncontrast computed tom,0,The image is a noncontrast computed,1
479,which organ system is imaged?,unknown,skull and contents,The organ system imaged in this M,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in the image,1
480,was gi contrast given to the patient?,unknown,no,"Yes, the patient received intravenous","Yes, the patient received intravenous",0,"Yes, the patient received intravenous",0,"Yes, the patient was given a gi",1,"Yes, the patient received intravenous",0
481,what is most alarming about this ct scan?,CT,lymphangitic carcinomatosis,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
482,what is the primary abnormality in this image?,unknown,adenomyosis,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
483,which organ is captured by this ct scan?,CT,gastrointestinal,The ct scan captures the ab,The ct scan captures the liver,1,The ct scan captures the liver,1,The ct scan captures the liver,1,The ct scan captures the liver,1
484,what plane was used in this ct scan?,CT,axial,The ct scan was taken in the,The ct scan was performed in the,1,The ct scan was performed in the,1,The ct scan was performed in the,1,The ct scan was performed in the,1
485,in what plane is this ct scan?,CT,axial,This ct scan is in the cor,The ct scan is in the cor,1,The ct scan is in the cor,1,The ct scan is in the cor,1,The ct scan is in the cor,1
486,which plane is the image taken?,unknown,axial,The image is taken in the coronal,The image is taken in the coronal,0,The image is taken in the coronal,0,The image is taken in the coronal,0,The image is taken in the coronal,0
487,what is most alarming about this gastrointestinal image?,unknown,paraesophageal hernia,The most alarming aspect of this g,The most alarming aspect of this g,0,The most alarming aspect of this g,0,The most alarming aspect of this g,0,The most alarming aspect of this g,0
488,what is most alarming about this mri?,MRI,persistent trigeminal artery,The most alarming aspect of this M,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0
489,what is the primary abnormality in this image?,unknown,calcified uterine leiomyoma,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
490,what plane is the image acquired in?,unknown,coronal,The image is acquired in the transverse,The image is acquired in the coronal,1,The image is acquired in the coronal,1,The image is acquired in the coronal,1,The image is acquired in the coronal,1
491,which plane is this x-ray taken in?,X-ray,mammo - cc,This x-ray is taken in the,The x-ray is taken in the,1,The x-ray is taken in the,1,This x-ray is taken in the,0,This x-ray is taken in the,0
492,what organ system is evaluated primarily?,unknown,skull and contents,The organ system evaluated primarily in the M,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the image,1,The organ system evaluated primarily in the context,1
493,which plane is the image shown in?,unknown,ap,The image is shown in the coronal,The image is shown in the coronal,0,The image is shown in the coronal,0,The image is shown in the coronal,0,The image is shown in the coronal,0
494,was gi contrast given to the patient?,unknown,no,"Yes, the patient received intravenous","Yes, the patient received intravenous",0,"Yes, the patient received intravenous",0,"Yes, the patient was given a contrast",1,"Yes, the patient received intravenous",0
495,in what plane was this image taken?,unknown,axial,The image was taken in the coronal,The image was taken in the coronal,0,The image was taken in the coronal,0,The image was taken in the coronal,0,The image was taken in the coronal,0
496,what is most alarming about this mri?,MRI,calcification and large areas of abnormal white mattter,The most alarming aspect of this M,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0
497,what is abnormal in the ct scan?,CT,"sialolithiasis, obstructing sialolith",The ct scan shows an abnormal,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1
498,what is the plane of this ct scan?,CT,axial,The plane of this ct scan is,The plane of this ct scan is,0,The plane of this ct scan is,0,The plane of this ct scan is,0,The plane of this ct scan is,0
499,what is abnormal in the mri?,MRI,vertebral metastases,The MRI image shows an abnormal,The MRI image shows abnormal signal,1,The MRI image shows abnormal signal,1,The mri image shows abnormal signal,1,The MRI image shows abnormal signal,1
