qid,question,modality,gt,pred_original,pred_blank,flip_blank,pred_white,flip_white,pred_noise,flip_noise,pred_gray,flip_gray
389,what is abnormal in the ct scan?,CT,large mass descending into the pelvis compressing the Inferior Vena Cava suggestive of diffuse rhabdomyosarcoma,large mass descending into the pelvis compressing the Inferior Vena Cava suggestive of diffuse rhabdomyosarcoma,no,1,no,1,yes,1,large mass descending into the pelvis compressing the Inferior Vena Cava suggestive of diffuse rhabdomyosarcoma,0
390,what is the primary abnormality in this image?,unknown,Blunt appearing conus medullaris Absent lower sacral segments No coccyx indicative of caudal regression syndrome,Blunt appearing conus medullaris Absent lower sacral segments No coccyx indicative of caudal regression syndrome,Blunt appearing conus medullaris Absent lower sacral segments No coccyx indicative of caudal regression syndrome,0,Blunt appearing conus medullaris Absent lower sacral segments No coccyx indicative of caudal regression syndrome,0,normal,1,Blunt appearing conus medullaris Absent lower sacral segments No coccyx indicative of caudal regression syndrome,0
391,what is most alarming about this mri?,MRI,a well-defined intramedullary mass within the proximal left humerus diaphysis,a well-defined intramedullary mass within the proximal left humerus diaphysis,a well-defined intramedullary mass within the proximal left humerus diaphysis,0,a well-defined intramedullary mass within the proximal left humerus diaphysis,0,normal,1,a well-defined intramedullary mass within the proximal left humerus diaphysis,0
392,what is most alarming about this mri?,MRI,acl injury,normal,no,1,no,1,normal,0,abnormal,1
393,what is most alarming about this ct scan?,CT,ground-glass opacities suggestive of interstitial pneumonitis,ground-glass opacities suggestive of interstitial pneumonitis,ground-glass opacities suggestive of interstitial pneumonitis,0,ground-glass opacities suggestive of interstitial pneumonitis,0,normal,1,ground-glass opacities suggestive of interstitial pneumonitis,0
394,what is abnormal in the x-ray?,X-ray,hepatoblastoma,hepatoblastoma,cannot determine,1,hepatoblastoma,0,hepatoblastoma,0,hepatoblastoma,0
395,what abnormality is seen in the image?,unknown,"Heterogeneous, mixed solid and cystic mass of the left testis suggestive of mixed germ cell testicular tumor","Heterogeneous, mixed solid and cystic mass of the left testis suggestive of mixed germ cell testicular tumor","Heterogeneous, mixed solid and cystic mass of the left testis suggestive of mixed germ cell testicular tumor",0,"Heterogeneous, mixed solid and cystic mass of the left testis suggestive of mixed germ cell testicular tumor",0,yes,1,yes,1
396,what is most alarming about this angiogram?,Angiography,uterine fibroid embolization,uterine fibroid embolization,uterine fibroid embolization,0,uterine fibroid embolization,0,normal,1,yes,1
397,what is the primary abnormality in this image?,unknown,tethered spinal cord with terminal spinal lipoma,normal,tethered spinal cord with terminal spinal lipoma,1,tethered spinal cord with terminal spinal lipoma,1,normal,0,tethered spinal cord with terminal spinal lipoma,1
398,what is abnormal in the x-ray?,X-ray,hydropneumothorax,hydropneumothorax,cannot determine,1,no,1,yes,1,cannot determine,1
399,what is abnormal in the ct scan?,CT,Lower pole of the right kidney with staghorn calculus,Lower pole of the right kidney with staghorn calculus,Lower pole of the right kidney with staghorn calculus,0,no,1,yes,1,Lower pole of the right kidney with staghorn calculus,0
400,what is abnormal in the x-ray?,X-ray,nonossifying fibroma,nonossifying fibroma,nonossifying fibroma,0,nonossifying fibroma,0,yes,1,cannot determine,1
401,what is the primary abnormality in this image?,unknown,Dense homogeneous enhancement of the bilateral adrenals (HU 115 left and right) suggestive of bilateral pheochromocytoma,Dense homogeneous enhancement of the bilateral adrenals (HU 115 left and right) suggestive of bilateral pheochromocytoma,Dense homogeneous enhancement of the bilateral adrenals (HU 115 left and right) suggestive of bilateral pheochromocytoma,0,Dense homogeneous enhancement of the bilateral adrenals (HU 115 left and right) suggestive of bilateral pheochromocytoma,0,normal,1,normal,1
402,what is abnormal in the ultrasound?,Ultrasound,hypertrophic pyloric stenosis,normal,cannot determine,1,no,1,yes,1,hypertrophic pyloric stenosis,1
403,what is most alarming about this ct scan?,CT,acute appendicitis,acute appendicitis,acute appendicitis,0,normal,1,normal,1,yes,1
404,what abnormality is seen in the image?,unknown,angiomyolipoma,angiomyolipoma,angiomyolipoma,0,abnormal,1,normal,1,yes,1
405,what is the primary abnormality in this image?,unknown,osteogenesis imperfecta,normal,osteogenesis imperfecta,1,osteogenesis imperfecta,1,normal,0,normal,0
406,what is the primary abnormality in this image?,unknown,partial anomalous pulmonary venous return,no,partial anomalous pulmonary venous return,1,partial anomalous pulmonary venous return,1,normal,1,partial anomalous pulmonary venous return,1
407,what is the primary abnormality in this image?,unknown,partial anomalous pulmonary venous return,normal,partial anomalous pulmonary venous return,1,partial anomalous pulmonary venous return,1,normal,0,partial anomalous pulmonary venous return,1
408,what is most alarming about this ct scan?,CT,"enlarged lymph nodes, both sides of neck","enlarged lymph nodes, both sides of neck","enlarged lymph nodes, both sides of neck",0,normal,1,normal,1,"enlarged lymph nodes, both sides of neck",0
409,what is the primary abnormality in this image?,unknown,"spine, intradural lipoma",normal,cannot determine,1,abnormal,1,normal,0,normal,0
410,what is abnormal in the ct scan?,CT,bilateral perched facets c5 c6 with spinal cord injury,bilateral perched facets c5 c6 with spinal cord injury,bilateral perched facets c5 c6 with spinal cord injury,0,no,1,yes,1,bilateral perched facets c5 c6 with spinal cord injury,0
411,what abnormality is seen in the image?,unknown,diffusely increased bilateral lung nodularity and bilateral hilar fullness suggestive of pulmonary sarcoidosis,diffusely increased bilateral lung nodularity and bilateral hilar fullness suggestive of pulmonary sarcoidosis,diffusely increased bilateral lung nodularity and bilateral hilar fullness suggestive of pulmonary sarcoidosis,0,diffusely increased bilateral lung nodularity and bilateral hilar fullness suggestive of pulmonary sarcoidosis,0,yes,1,diffusely increased bilateral lung nodularity and bilateral hilar fullness suggestive of pulmonary sarcoidosis,0
412,what is most alarming about this mri?,MRI,endometrioma,normal,no,1,no,1,normal,0,abnormal,1
413,what is seen in the ct scan?,CT,"Axial, contrast enhanced, image of the right lower quadrant demonstrates a normal, contrast filled appendix.","Axial, contrast enhanced, image of the right lower quadrant demonstrates a normal, contrast filled appendix.","Axial, contrast enhanced, image of the right lower quadrant demonstrates a normal, contrast filled appendix.",0,"Axial, contrast enhanced, image of the right lower quadrant demonstrates a normal, contrast filled appendix.",0,no,1,abnormal,1
414,what is abnormal in the x-ray?,X-ray,Bilateral total hip arthroplasties,Bilateral total hip arthroplasties,Bilateral total hip arthroplasties,0,no,1,yes,1,cannot determine,1
415,what is the primary abnormality in this image?,unknown,seminoma,normal,cannot determine,1,abnormal,1,normal,0,normal,0
416,what is most alarming about this ultrasound?,Ultrasound,"bilaterally enlarged, hyperechoic kidneys with scattered tiny cystic regions","bilaterally enlarged, hyperechoic kidneys with scattered tiny cystic regions","bilaterally enlarged, hyperechoic kidneys with scattered tiny cystic regions",0,"bilaterally enlarged, hyperechoic kidneys with scattered tiny cystic regions",0,normal,1,"bilaterally enlarged, hyperechoic kidneys with scattered tiny cystic regions",0
417,what abnormality is seen in the image?,unknown,Moderate spinal cord expansion from T9 to conus suggestive of spinal cord astrocytoma,Moderate spinal cord expansion from T9 to conus suggestive of spinal cord astrocytoma,Moderate spinal cord expansion from T9 to conus suggestive of spinal cord astrocytoma,0,abnormal,1,yes,1,yes,1
418,what is abnormal in the ct scan?,CT,Intralobar Pulmonary Sequestration,normal,no,1,Intralobar Pulmonary Sequestration,1,yes,1,yes,1
419,what is most alarming about this nuclear medicine image?,Nuclear,"biliary leak, status post laparoscopic cholecystectomy","biliary leak, status post laparoscopic cholecystectomy",no,1,normal,1,normal,1,yes,1
420,what is abnormal in the x-ray?,X-ray,dilated bowel loops.,dilated bowel loops.,cannot determine,1,no,1,yes,1,cannot determine,1
421,what is abnormal in the x-ray?,X-ray,"amorphous, well circumscribed calcification in the area of the distal rotator cuff suggestive of calcific tendinitis","amorphous, well circumscribed calcification in the area of the distal rotator cuff suggestive of calcific tendinitis","amorphous, well circumscribed calcification in the area of the distal rotator cuff suggestive of calcific tendinitis",0,"amorphous, well circumscribed calcification in the area of the distal rotator cuff suggestive of calcific tendinitis",0,yes,1,cannot determine,1
422,what is the primary abnormality in this image?,unknown,cavernous hemangioma,abnormal,cavernous hemangioma,1,abnormal,0,normal,1,normal,1
423,what is the primary abnormality in this image?,unknown,aortic coarctation,aortic coarctation,aortic coarctation,0,abnormal,1,normal,1,normal,1
424,what is abnormal in the gastrointestinal image?,unknown,duodenal diverticulum,duodenal diverticulum,no,1,no,1,yes,1,yes,1
425,what is abnormal in the mri?,MRI,intramuscular hemangioma,intramuscular hemangioma,intramuscular hemangioma,0,intramuscular hemangioma,0,intramuscular hemangioma,0,intramuscular hemangioma,0
426,what is most alarming about this mri?,MRI,"spine, epidural abscess",normal,no,1,no,1,normal,0,abnormal,1
427,what is most alarming about this mammograph?,unknown,infiltrating ductal carcinoma,infiltrating ductal carcinoma,no,1,no,1,yes,1,yes,1
428,what abnormality is seen in the image?,unknown,avascular necrosis,avascular necrosis,cannot determine,1,abnormal,1,yes,1,yes,1
429,what abnormality is seen in the image?,unknown,spontaneous osteonecrosis of the knee,spontaneous osteonecrosis of the knee,spontaneous osteonecrosis of the knee,0,abnormal,1,yes,1,yes,1
430,what is abnormal in the ct scan?,CT,"Large, heterogenous mass with well-defined pseudocapsule arises from the right hepatic lobe; suggestive of hepatoblastoma","Large, heterogenous mass with well-defined pseudocapsule arises from the right hepatic lobe; suggestive of hepatoblastoma",no,1,"Large, heterogenous mass with well-defined pseudocapsule arises from the right hepatic lobe; suggestive of hepatoblastoma",0,yes,1,"Large, heterogenous mass with well-defined pseudocapsule arises from the right hepatic lobe; suggestive of hepatoblastoma",0
431,what is most alarming about this mri?,MRI,Diffuse thickening of meninges with enhancement suggestive of leptomeningeal sarcoid,Diffuse thickening of meninges with enhancement suggestive of leptomeningeal sarcoid,no,1,no,1,normal,1,Diffuse thickening of meninges with enhancement suggestive of leptomeningeal sarcoid,0
432,what abnormality is seen in the image?,unknown,hiatal hernia,hiatal hernia,cannot determine,1,abnormal,1,yes,1,yes,1
433,what is abnormal in the ct scan?,CT,classic bosniak class iii complex renal cyst,classic bosniak class iii complex renal cyst,classic bosniak class iii complex renal cyst,0,no,1,yes,1,classic bosniak class iii complex renal cyst,0
434,what is the primary abnormality in this image?,unknown,lytic lesion of the calcaneus. The lesion is well-circumscribed with a narrow zone of transition and appears non-aggressive.,lytic lesion of the calcaneus. The lesion is well-circumscribed with a narrow zone of transition and appears non-aggressive.,cannot determine,1,lytic lesion of the calcaneus. The lesion is well-circumscribed with a narrow zone of transition and appears non-aggressive.,0,normal,1,normal,1
435,what is most alarming about this ct scan?,CT,intraosseous lipoma,intraosseous lipoma,abnormal,1,intraosseous lipoma,0,normal,1,yes,1
436,what is the primary abnormality in this image?,unknown,idiopathic synovial osteochondromatosis,normal,cannot determine,1,abnormal,1,normal,0,normal,0
437,what is abnormal in the x-ray?,X-ray,adenocarcinoma of the lung,adenocarcinoma of the lung,adenocarcinoma of the lung,0,no,1,adenocarcinoma of the lung,0,cannot determine,1
438,what abnormality is seen in the image?,unknown,internal fixation device,normal,cannot determine,1,abnormal,1,normal,0,yes,1
439,what is most alarming about this x-ray?,X-ray,a soft tissue mass within the left hemiabdomen extending from the left upper quadrant to the proximal left lower quadrant that appears to be displacing the descending colon.,a soft tissue mass within the left hemiabdomen extending from the left upper quadrant to the proximal left lower quadrant that appears to be displacing the descending colon.,a soft tissue mass within the left hemiabdomen extending from the left upper quadrant to the proximal left lower quadrant that appears to be displacing the descending colon.,0,normal,1,normal,1,normal,1
440,what is the primary abnormality in this image?,unknown,aberrant right subclavian artery (arsa),no,aberrant right subclavian artery (arsa),1,abnormal,1,normal,1,normal,1
441,what is abnormal in the ct scan?,CT,double aortic arch,double aortic arch,no,1,no,1,yes,1,yes,1
442,what is most alarming about this mri?,MRI,carotid artery dissection,normal,no,1,no,1,normal,0,abnormal,1
443,what abnormality is seen in the image?,unknown,Blunt appearing conus medullaris No tethering of spinal cord Absent lower sacral segments consistent with caudal regression syndrome,Blunt appearing conus medullaris No tethering of spinal cord Absent lower sacral segments consistent with caudal regression syndrome,Blunt appearing conus medullaris No tethering of spinal cord Absent lower sacral segments consistent with caudal regression syndrome,0,Blunt appearing conus medullaris No tethering of spinal cord Absent lower sacral segments consistent with caudal regression syndrome,0,yes,1,yes,1
444,what is the primary abnormality in this image?,unknown,lumbar herniated disc,lumbar herniated disc,lumbar herniated disc,0,lumbar herniated disc,0,normal,1,normal,1
445,what is the primary abnormality in this image?,unknown,"Thin, dense navicular bone indicative of kohler's disease","Thin, dense navicular bone indicative of kohler's disease",cannot determine,1,abnormal,1,normal,1,normal,1
446,what is most alarming about this x-ray?,X-ray,intraosseous lipoma,intraosseous lipoma,cannot determine,1,intraosseous lipoma,0,normal,1,normal,1
447,what abnormality is seen in the image?,unknown,fractures of the base of the fifth metatarsal,fractures of the base of the fifth metatarsal,fractures of the base of the fifth metatarsal,0,fractures of the base of the fifth metatarsal,0,yes,1,yes,1
448,what is the primary abnormality in this image?,unknown,flattened inferior vena cava and a left abdominal wall mass,flattened inferior vena cava and a left abdominal wall mass,flattened inferior vena cava and a left abdominal wall mass,0,abnormal,1,normal,1,normal,1
449,what is most alarming about this ct scan?,CT,right aortic arch with aberrant left subclavian artery,right aortic arch with aberrant left subclavian artery,right aortic arch with aberrant left subclavian artery,0,right aortic arch with aberrant left subclavian artery,0,normal,1,right aortic arch with aberrant left subclavian artery,0
450,what is most alarming about this ct scan?,CT,c-spine fracture,normal,abnormal,1,normal,0,normal,0,c-spine fracture,1
451,what abnormality is seen in the image?,unknown,a round mass within the sternocleidomastoid muscle suggestive of fibromatosis coli,a round mass within the sternocleidomastoid muscle suggestive of fibromatosis coli,a round mass within the sternocleidomastoid muscle suggestive of fibromatosis coli,0,a round mass within the sternocleidomastoid muscle suggestive of fibromatosis coli,0,yes,1,yes,1
452,what abnormality is seen in the image?,unknown,a large lesion involving thoracic spinal cord with multiple regions of patchy and nodular enhancement,a large lesion involving thoracic spinal cord with multiple regions of patchy and nodular enhancement,a large lesion involving thoracic spinal cord with multiple regions of patchy and nodular enhancement,0,a large lesion involving thoracic spinal cord with multiple regions of patchy and nodular enhancement,0,yes,1,yes,1
453,what is abnormal in the ultrasound?,Ultrasound,blood flow within large heterogeneous mass with solid and cystic components occupying majority of the right testis,blood flow within large heterogeneous mass with solid and cystic components occupying majority of the right testis,blood flow within large heterogeneous mass with solid and cystic components occupying majority of the right testis,0,blood flow within large heterogeneous mass with solid and cystic components occupying majority of the right testis,0,yes,1,blood flow within large heterogeneous mass with solid and cystic components occupying majority of the right testis,0
454,what is abnormal in the ultrasound?,Ultrasound,renal oncocytoma,normal,renal oncocytoma,1,no,1,yes,1,yes,1
455,what abnormality is seen in the image?,unknown,Guiding IVC filter to placement T11-T12 to treat supra-renal inferior vena cava clot,Guiding IVC filter to placement T11-T12 to treat supra-renal inferior vena cava clot,Guiding IVC filter to placement T11-T12 to treat supra-renal inferior vena cava clot,0,abnormal,1,yes,1,yes,1
456,what abnormality is seen in the image?,unknown,stress fracture,stress fracture,cannot determine,1,abnormal,1,normal,1,yes,1
457,what is the primary abnormality in this image?,unknown,"a left sided aortic arch with an aberrant right subclavian artery, which is looping posterior to the esophagus and trachea.","a left sided aortic arch with an aberrant right subclavian artery, which is looping posterior to the esophagus and trachea.","a left sided aortic arch with an aberrant right subclavian artery, which is looping posterior to the esophagus and trachea.",0,abnormal,1,normal,1,normal,1
458,what is the primary abnormality in this image?,unknown,"There is widening of the mediastinum, mostly extending to the left.","There is widening of the mediastinum, mostly extending to the left.","There is widening of the mediastinum, mostly extending to the left.",0,"There is widening of the mediastinum, mostly extending to the left.",0,normal,1,normal,1
459,what is the primary abnormality in this image?,unknown,crossed fused ectopia,abnormal,crossed fused ectopia,1,crossed fused ectopia,1,normal,1,crossed fused ectopia,1
460,what is the primary abnormality in this image?,unknown,pulmonary embolus,pulmonary embolus,pulmonary embolus,0,pulmonary embolus,0,normal,1,normal,1
461,what is abnormal in the x-ray?,X-ray,cystic fibrosis,cystic fibrosis,cystic fibrosis,0,no,1,yes,1,cannot determine,1
462,what abnormality is seen in the image?,unknown,Enhancing soft tissue mass lesions within the bilateral cervical lymph node chain.,Enhancing soft tissue mass lesions within the bilateral cervical lymph node chain.,Enhancing soft tissue mass lesions within the bilateral cervical lymph node chain.,0,Enhancing soft tissue mass lesions within the bilateral cervical lymph node chain.,0,yes,1,yes,1
463,what is most alarming about this mri?,MRI,partially cytsic mass left temporal lobe suggestive of pleomorphic  xanthoastrocytoma,partially cytsic mass left temporal lobe suggestive of pleomorphic  xanthoastrocytoma,no,1,partially cytsic mass left temporal lobe suggestive of pleomorphic  xanthoastrocytoma,0,normal,1,partially cytsic mass left temporal lobe suggestive of pleomorphic  xanthoastrocytoma,0
464,what abnormality is seen in the image?,unknown,liver hemangioma,liver hemangioma,liver hemangioma,0,liver hemangioma,0,yes,1,liver hemangioma,0
465,what is the primary abnormality in this image?,unknown,c-spine fracture,c-spine fracture,cannot determine,1,abnormal,1,normal,1,c-spine fracture,0
466,what is most alarming about this mri?,MRI,osteochondroma,normal,osteochondroma,1,osteochondroma,1,normal,0,osteochondroma,1
467,what abnormality is seen in the image?,unknown,Large hypodense intraluminal filling defects within the main right pulmonary artery and right lobar branches constant with pulmonary embolism,Large hypodense intraluminal filling defects within the main right pulmonary artery and right lobar branches constant with pulmonary embolism,Large hypodense intraluminal filling defects within the main right pulmonary artery and right lobar branches constant with pulmonary embolism,0,Large hypodense intraluminal filling defects within the main right pulmonary artery and right lobar branches constant with pulmonary embolism,0,yes,1,yes,1
468,what is abnormal in the ct scan?,CT,pneumomediastinum,pneumomediastinum,no,1,no,1,yes,1,yes,1
469,what abnormality is seen in the image?,unknown,large soft tissue mass within the mesentery. There is associated small bowel dilatation suggestive of small bowel lymphoma,large soft tissue mass within the mesentery. There is associated small bowel dilatation suggestive of small bowel lymphoma,large soft tissue mass within the mesentery. There is associated small bowel dilatation suggestive of small bowel lymphoma,0,large soft tissue mass within the mesentery. There is associated small bowel dilatation suggestive of small bowel lymphoma,0,normal,1,yes,1
470,what is most alarming about this ultrasound?,Ultrasound,capillary hemangioma,normal,capillary hemangioma,1,normal,0,normal,0,abnormal,1
471,what is the primary abnormality in this image?,unknown,thoracolumbar levoscoliosis with the apex at approximately T11.,normal,thoracolumbar levoscoliosis with the apex at approximately T11.,1,abnormal,1,normal,0,normal,0
472,what is the primary abnormality in this image?,unknown,pelvic mass and pericolic fluid collection,pelvic mass and pericolic fluid collection,pelvic mass and pericolic fluid collection,0,pelvic mass and pericolic fluid collection,0,normal,1,normal,1
473,what is the primary abnormality in this image?,unknown,Nondisplaced transverse fracture through the metadiaphysis of the base of the 5th metatarsal.,Nondisplaced transverse fracture through the metadiaphysis of the base of the 5th metatarsal.,Nondisplaced transverse fracture through the metadiaphysis of the base of the 5th metatarsal.,0,Nondisplaced transverse fracture through the metadiaphysis of the base of the 5th metatarsal.,0,normal,1,normal,1
474,what is the primary abnormality in this image?,unknown,horseshoe kidney,horseshoe kidney,cannot determine,1,abnormal,1,normal,1,normal,1
475,what is abnormal in the x-ray?,X-ray,calcific tendinitis,calcific tendinitis,cannot determine,1,no,1,yes,1,cannot determine,1
476,what is abnormal in the ct scan?,CT,a lucent (fat density) mass with a single bony septation consistent with intraosseous lipoma,a lucent (fat density) mass with a single bony septation consistent with intraosseous lipoma,no,1,no,1,yes,1,yes,1
477,what abnormality is seen in the image?,unknown,Compression of left main bronchus,no,Compression of left main bronchus,1,Compression of left main bronchus,1,normal,1,yes,1
478,what abnormality is seen in the image?,unknown,angiomyolipoma,angiomyolipoma,angiomyolipoma,0,abnormal,1,yes,1,yes,1
479,what abnormality is seen in the image?,unknown,a spiculated 3.4 cm mass within the right upper lung with associated mild right upper lobe medial atelectasis. Cystic within the bilateral apices consistent with emphysema.,normal,a spiculated 3.4 cm mass within the right upper lung with associated mild right upper lobe medial atelectasis. Cystic within the bilateral apices consistent with emphysema.,1,a spiculated 3.4 cm mass within the right upper lung with associated mild right upper lobe medial atelectasis. Cystic within the bilateral apices consistent with emphysema.,1,normal,0,yes,1
480,what is the primary abnormality in this image?,unknown,abnormal collection of vessels in the right anterior upper lobe,abnormal collection of vessels in the right anterior upper lobe,abnormal collection of vessels in the right anterior upper lobe,0,abnormal collection of vessels in the right anterior upper lobe,0,normal,1,normal,1
481,what abnormality is seen in the image?,unknown,neuroblastoma,abnormal,neuroblastoma,1,neuroblastoma,1,yes,1,yes,1
482,what is most alarming about this x-ray?,X-ray,extensive degenerative changes on the bilateral femoral heads and acetabula consistent with avascular necrosis,extensive degenerative changes on the bilateral femoral heads and acetabula consistent with avascular necrosis,extensive degenerative changes on the bilateral femoral heads and acetabula consistent with avascular necrosis,0,extensive degenerative changes on the bilateral femoral heads and acetabula consistent with avascular necrosis,0,normal,1,normal,1
483,what is most alarming about this x-ray?,X-ray,ankylosing spondylitis,normal,ankylosing spondylitis,1,normal,0,normal,0,normal,0
484,what is seen in the x-ray?,X-ray,Normal Tibia/Fibula,Normal Tibia/Fibula,Normal Tibia/Fibula,0,Normal Tibia/Fibula,0,yes,1,cannot determine,1
485,what is the primary abnormality in this image?,unknown,duplicated inferior vena cava,duplicated inferior vena cava,cannot determine,1,abnormal,1,normal,1,normal,1
486,what is most alarming about this ct scan?,CT,odontoid fracture,odontoid fracture,abnormal,1,normal,1,normal,1,yes,1
487,what is abnormal in the x-ray?,X-ray,ankylosing spondylitis,normal,cannot determine,1,no,1,yes,1,cannot determine,1
488,what is most alarming about this ct scan?,CT,left kidney with hydronephrosis and delayed (no) filling of collecting system by contrast suggestive of transitional cell carcinoma,left kidney with hydronephrosis and delayed (no) filling of collecting system by contrast suggestive of transitional cell carcinoma,left kidney with hydronephrosis and delayed (no) filling of collecting system by contrast suggestive of transitional cell carcinoma,0,left kidney with hydronephrosis and delayed (no) filling of collecting system by contrast suggestive of transitional cell carcinoma,0,normal,1,left kidney with hydronephrosis and delayed (no) filling of collecting system by contrast suggestive of transitional cell carcinoma,0
489,what is abnormal in the mri?,MRI,a focal low signal intensity of the right femoral neck with discontinuity of the cortex of the anterior femoral neck.,a focal low signal intensity of the right femoral neck with discontinuity of the cortex of the anterior femoral neck.,a focal low signal intensity of the right femoral neck with discontinuity of the cortex of the anterior femoral neck.,0,no,1,normal,1,a focal low signal intensity of the right femoral neck with discontinuity of the cortex of the anterior femoral neck.,0
490,what is the primary abnormality in this image?,unknown,chiari i with cervical spine syrinx,chiari i with cervical spine syrinx,chiari i with cervical spine syrinx,0,chiari i with cervical spine syrinx,0,normal,1,chiari i with cervical spine syrinx,0
491,what is most alarming about this x-ray?,X-ray,enlarged hepatic and splenic shadows,enlarged hepatic and splenic shadows,enlarged hepatic and splenic shadows,0,enlarged hepatic and splenic shadows,0,normal,1,enlarged hepatic and splenic shadows,0
492,what abnormality is seen in the image?,unknown,spinal dural arteriovenous fistula,abnormal,cannot determine,1,abnormal,0,yes,1,yes,1
493,what is abnormal in the ct scan?,CT,pulmonary embolism,pulmonary embolism,no,1,pulmonary embolism,0,yes,1,yes,1
494,what is most alarming about this x-ray?,X-ray,Non-aggressive lytic lesion with a sclerotic rim in the left greater trochanter,Non-aggressive lytic lesion with a sclerotic rim in the left greater trochanter,Non-aggressive lytic lesion with a sclerotic rim in the left greater trochanter,0,Non-aggressive lytic lesion with a sclerotic rim in the left greater trochanter,0,normal,1,normal,1
495,what is abnormal in the x-ray?,X-ray,hypoplastic cervical pedicle c3 on right,hypoplastic cervical pedicle c3 on right,cannot determine,1,no,1,yes,1,cannot determine,1
496,what is the primary abnormality in this image?,unknown,A large irregular bony exostosis arising from the cortex of the left iliac wing consistent with osteochondroma,A large irregular bony exostosis arising from the cortex of the left iliac wing consistent with osteochondroma,A large irregular bony exostosis arising from the cortex of the left iliac wing consistent with osteochondroma,0,A large irregular bony exostosis arising from the cortex of the left iliac wing consistent with osteochondroma,0,normal,1,normal,1
497,what is most alarming about this mri?,MRI,focal nodular hyperplasia,focal nodular hyperplasia,focal nodular hyperplasia,0,focal nodular hyperplasia,0,normal,1,abnormal,1
498,what is abnormal in the ct scan?,CT,Severely enlarged appendix,Severely enlarged appendix,Severely enlarged appendix,0,no,1,yes,1,yes,1
499,what abnormality is seen in the image?,unknown,a percutaneously placed atrial septal defect closure device.,normal,cannot determine,1,abnormal,1,normal,0,yes,1
